manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Renault,ZOE Intens,65,25.01.2017,439,76,Winter tires,1,1,1,Moderate,17.3,0,1,39.1,3.5,Summe aller Teilladungen für 01/2016<br />vom 01.01.2017 bis 25.01.2017<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.01.2017,563,92,Winter tires,1,0,1,Moderate,16.4,0,1,34,2.6,Summe aller Teilladungen für 12/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.12.2016,606,100,Winter tires,1,0,1,Moderate,16.5,0,1,33.5,2.7,Summe aller Teilladungen für 11/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.11.2016,816,122,Summer tires,1,1,1,Moderate,14.9,0,1,41.9,1.1,Summe aller Teilladungen für 10/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.10.2016,545,70,Summer tires,1,1,1,Moderate,12.8,0,0,40.5,-1,Summe aller Teilladungen für 09/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.09.2016,465,58,Summer tires,1,0,1,Moderate,12.6,0,0,30.8,-1.2,Summe aller Teilladungen für 08/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.08.2016,262,34,Summer tires,1,0,1,Moderate,13.2,0,0,37,-0.6,Summe aller Teilladungen für 07/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,30.06.2016,467,59,Summer tires,1,0,1,Moderate,12.6,0,0,31.3,-1.2,Summe aller Teilladungen für 06/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.06.2016,877,114,Summer tires,1,0,1,Moderate,13,0,0,39.2,-0.8,Summe aller Teilladungen für 05/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.05.2016,823,117,Summer tires,1,1,1,Moderate,14.3,0,0,38.6,0.5,Summe aller Teilladungen für 04/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.04.2016,608,92,Winter tires,1,0,1,Moderate,15.2,0,1,41.9,1.4,Summe aller Teilladungen für 03/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.03.2016,613,97,Winter tires,1,0,1,Moderate,15.8,0,1,37.4,2,Summe aller Teilladungen für 02/2016<br />Verbrauch laut Bordcomputer<br />
Renault,ZOE Intens,65,01.02.2016,524,92,Winter tires,1,1,1,Moderate,17.6,0,1,35.2,3.8,Summe aller Teilladungen für 01/2016<br />Verbrauch laut Bordcomputer
Renault,ZOE Intens,65,01.01.2016,1366,216,Summer tires,1,0,1,Moderate,15.8,0,1,35.2,2,Summe aller Teilladungen für 11+12/2016<br />Verbrauch laut Bordcomputer
Renault,Zoe Intense,65,28.05.2016,137.3,20,Summer tires,0,1,0,Normal,15.1,0,0,81,1.3,Försäljning
Renault,Zoe Intense,65,28.05.2016,65.6,11,Summer tires,1,0,1,Normal,18.2,1,0,40,4.4,
Renault,Zoe Intense,65,19.05.2016,65,10,Summer tires,1,0,1,Normal,16.2,1,0,32.7,2.4,
Renault,Zoe Intense,65,14.05.2016,294.4,47,Summer tires,1,1,1,Fast,16.2,1,0,66.7,2.4,
Renault,Zoe Intense,65,13.05.2016,90.9,15,Summer tires,1,1,1,Fast,17,1,0,62,3.2,
Renault,Zoe Intense,65,12.05.2016,86.5,15,Summer tires,1,1,1,Normal,18.3,1,0,70,4.5,
Renault,Zoe Intense,65,12.05.2016,248,38,Summer tires,1,0,1,Normal,15.5,1,0,64.5,1.7,
Renault,Zoe Intense,65,11.05.2016,84,13,Summer tires,1,0,1,Fast,16.1,1,0,45.5,2.3,
Renault,Zoe Intense,65,10.05.2016,123.4,17,Summer tires,0,0,1,Normal,14.5,0,0,63.4,0.7,
Renault,Zoe Intense,65,09.05.2016,118,18,Summer tires,0,0,1,Normal,15.8,1,0,67.7,2,
Renault,Zoe Intense,65,07.05.2016,128.3,18,Summer tires,0,0,1,Normal,14.2,1,0,65.5,0.4,
Renault,Zoe Intense,65,06.05.2016,20.6,2,Summer tires,0,0,1,Normal,14.2,1,0,52.3,0.4,
Renault,Zoe Intense,65,06.05.2016,206,36,Summer tires,0,0,1,Normal,17.4,1,0,70.2,3.6,
Renault,Zoe Intense,65,04.05.2016,88,14,Summer tires,1,1,1,Normal,16.9,1,0,50.4,3.1,
Renault,Zoe Intense,65,04.05.2016,136,20,Summer tires,1,0,1,Normal,14.8,1,0,58.3,1,
Renault,Zoe Intense,65,03.05.2016,239,41,Summer tires,1,0,1,Normal,17.1,1,0,62.1,3.3,
Renault,Zoe Intense,65,02.05.2016,62,11,Summer tires,1,0,1,Normal,19.1,1,0,37.8,5.3,
Renault,Zoe Intense,65,29.04.2016,153,27,Summer tires,1,0,1,Normal,18.2,1,0,36.2,4.4,
Renault,Zoe Intense,65,17.04.2016,160,26,Summer tires,1,0,1,Normal,16.5,1,0,41.2,2.7,
Renault,Zoe Intense,65,12.04.2016,131,21,Winter tires,1,1,1,Normal,16.2,1,1,48,2.4,
Renault,Zoe Intense,65,05.04.2016,328,53,Winter tires,1,1,1,Normal,16.2,1,1,63.5,2.4,
Renault,Zoe Intense,65,01.04.2016,403,76,Winter tires,1,1,1,Normal,19,1,1,57,5.2,
Renault,Zoe Intense,65,29.03.2016,62,10,Winter tires,1,1,1,Normal,16.2,1,1,58.3,2.4,
Renault,Zoe Intense,65,28.03.2016,795,159,Winter tires,1,1,1,Fast,20,1,1,81.7,6.2,
Renault,Zoe Intense,65,25.03.2016,158,28,Winter tires,1,1,1,Fast,18.2,1,1,50.2,4.4,hemma
Renault,Zoe Intense,65,21.03.2016,103,18,Winter tires,1,1,1,Fast,17.7,1,1,51.2,3.9,
Renault,Zoe Intense,65,21.03.2016,529,68,Winter tires,1,1,1,Fast,18.8,1,1,50.7,5,
Renault,Zoe Intense,65,12.03.2016,168,23,Winter tires,1,1,1,Normal,16.3,1,1,36.8,2.5,
Renault,Zoe Intense,65,04.03.2016,924,223,Winter tires,1,1,1,Fast,18.8,1,1,68.1,5,
Renault,Zoe Intense,65,01.03.2016,261,47,Winter tires,1,0,1,Normal,18.2,1,1,51.1,4.4,
Renault,Zoe Intense,65,26.02.2016,197.3,35,Winter tires,1,0,1,Normal,18.1,1,1,38.2,4.3,
Renault,Zoe Intense,65,12.02.2016,248,40,Winter tires,1,0,1,Normal,16.1,1,1,51.8,2.3,
Renault,Zoe Intense,65,10.02.2016,82,14,Winter tires,1,0,1,Fast,17.1,1,1,48.1,3.3,
Renault,Zoe Intense,65,08.02.2016,239,44,Winter tires,1,0,1,Normal,18.5,1,1,66.9,4.7,
Renault,Zoe Intense,65,08.02.2016,139.7,24,Winter tires,1,0,1,Normal,17.5,1,1,62.5,3.7,
Renault,Zoe Intense,65,02.02.2016,267.3,46,Winter tires,1,0,1,Normal,17.4,1,1,49,3.6,ikea hbg
Renault,ZOE Q210 Intens,65,08.11.2019,314,49,Winter tires,1,0,1,Moderate,15.6,1,0,37.1,1.8,VERKAUFT AM 8.11.2019
Renault,ZOE Q210 Intens,65,31.10.2019,706,109,Summer tires,1,0,1,Moderate,15.5,1,0,33.7,1.7,
Renault,ZOE Q210 Intens,65,30.09.2019,771,110.5,Summer tires,1,0,1,Moderate,14.3,1,0,36.4,0.5,
Renault,ZOE Q210 Intens,65,31.08.2019,953,125,Summer tires,1,0,1,Moderate,13.1,1,0,36.9,-0.7,
Renault,ZOE Q210 Intens,65,31.07.2019,1018,138,Summer tires,1,0,1,Moderate,13.5,1,0,41.6,-0.3,
Renault,ZOE Q210 Intens,65,30.06.2019,885,117,Summer tires,1,0,1,Moderate,13.2,1,0,38.8,-0.6,
Renault,ZOE Q210 Intens,65,31.05.2019,980,148,Summer tires,1,0,1,Moderate,15.1,1,0,34.3,1.3,
Renault,ZOE Q210 Intens,65,30.04.2019,1029,155,Summer tires,1,0,1,Moderate,15.1,1,0,39.9,1.3,
Renault,ZOE Q210 Intens,65,31.03.2019,659,113,Winter tires,1,0,1,Moderate,17.2,1,0,37.4,3.4,
Renault,ZOE Q210 Intens,65,28.02.2019,667,123,Winter tires,1,0,1,Moderate,18.4,1,0,37.9,4.6,
Renault,ZOE Q210 Intens,65,31.01.2019,650,134,Winter tires,1,0,1,Moderate,20.6,1,0,34.3,6.8,
Renault,ZOE Q210 Intens,65,31.12.2018,662,125,Winter tires,1,0,1,Moderate,18.9,1,0,36.6,5.1,
Renault,ZOE Q210 Intens,65,30.11.2018,907,152,Winter tires,1,0,1,Moderate,17.1,1,0,37.9,3.3,
Renault,ZOE Q210 Intens,65,31.10.2018,806,127,Summer tires,1,0,1,Moderate,15.7,1,0,36.2,1.9,
Renault,ZOE Q210 Intens,65,30.09.2018,879,119.6,Summer tires,1,0,1,Moderate,13.6,1,0,37.8,-0.2,
Renault,ZOE Q210 Intens,65,31.08.2018,998,137,Summer tires,1,0,1,Moderate,13.7,1,0,39.9,-0.1,
Renault,ZOE Q210 Intens,65,31.07.2018,978,133,Summer tires,1,0,1,Moderate,13.6,1,0,39.9,-0.2,
Renault,ZOE Q210 Intens,65,30.06.2018,773,106,Summer tires,1,0,1,Moderate,13.7,1,0,39.2,-0.1,
Renault,ZOE Q210 Intens,65,31.05.2018,802,110,Summer tires,1,0,1,Moderate,13.7,1,0,35.3,-0.1,
Renault,ZOE Q210 Intens,65,30.04.2018,612,86,Winter tires,1,0,1,Moderate,14,1,0,32,0.2,
Renault,ZOE Q210 Intens,65,31.03.2018,823,136,Winter tires,1,0,1,Moderate,16.5,1,0,38.3,2.7,
Renault,ZOE Q210 Intens,65,28.02.2018,732,148,Winter tires,1,0,1,Moderate,20.2,1,0,38,6.4,
Renault,ZOE Q210 Intens,65,31.01.2018,897,155,Winter tires,1,0,1,Moderate,17.2,1,0,39,3.4,
Renault,ZOE Q210 Intens,65,31.12.2017,1054,202,Winter tires,1,0,1,Moderate,19.2,1,0,35.7,5.4,
Renault,ZOE Q210 Intens,65,30.11.2017,829,152,Summer tires,1,0,1,Moderate,18.3,1,0,33,4.5,
Renault,ZOE Q210 Intens,65,31.10.2017,1137,175,Summer tires,1,0,1,Moderate,15.4,1,0,35.9,1.6,
Renault,ZOE Q210 Intens,65,30.09.2017,727,106.5,Summer tires,1,0,1,Moderate,14.6,0,0,36.8,0.8,
Renault,ZOE Q210 Intens,65,31.08.2017,940,131,Summer tires,1,0,1,Moderate,13.9,1,0,40.7,0.1,
Renault,ZOE Q210 Intens,65,31.07.2017,1222,169,Summer tires,1,0,1,Moderate,13.8,1,0,37.9,0,
Renault,ZOE Q210 Intens,65,30.06.2017,894,123,Summer tires,1,0,1,Moderate,13.8,1,0,38.2,0,
Renault,ZOE Q210 Intens,65,31.05.2017,415,56,Summer tires,1,0,1,Moderate,13.5,0,0,38.3,-0.3,
Renault,ZOE Q210 Intens,65,30.04.2017,1023,160,Winter tires,1,0,1,Moderate,15.6,1,0,39,1.8,
Renault,ZOE Q210 Intens,65,31.03.2017,624,102,Winter tires,1,0,1,Moderate,16.3,1,0,35.4,2.5,
Renault,ZOE Q210 Intens,65,28.02.2017,408,71,Winter tires,1,0,1,Moderate,17.4,1,0,33.9,3.6,
Renault,ZOE Q210 Intens,65,31.01.2017,566,120,Winter tires,1,0,1,Moderate,21.2,1,0,32.5,7.4,
Renault,ZOE Q210 Intens,65,31.12.2016,1134,217,Winter tires,1,0,1,Moderate,19.1,1,0,32.9,5.3,
Renault,ZOE Q210 Intens,65,30.11.2016,1102,192,Winter tires,1,0,1,Moderate,17.4,1,0,35.6,3.6,
Renault,ZOE Q210 Intens,65,31.10.2016,1056,171,Summer tires,1,0,1,Moderate,16.2,1,0,34.3,2.4,
Renault,ZOE Q210 Intens,65,30.09.2016,730,106,Summer tires,1,0,1,Moderate,14.5,1,0,39.4,0.7,
Renault,ZOE Q210 Intens,65,15.09.2016,273,36,Summer tires,1,0,1,Moderate,13.3,1,0,35.7,-0.5,
Renault,ZOE Q210 Intens,65,31.08.2016,1133,152,Summer tires,1,0,1,Moderate,13.4,1,0,39.3,-0.4,
Renault,ZOE Q210 Intens,65,31.07.2016,1162,157,Summer tires,1,0,1,Moderate,13.5,1,0,38.7,-0.3,
Renault,ZOE Q210 Intens,65,30.06.2016,1455,199,Summer tires,1,0,1,Moderate,13.7,1,0,38.2,-0.1,
Renault,ZOE Q210 Intens,65,31.05.2016,636,93,Winter tires,1,1,1,Moderate,14.6,1,0,36,0.8,
Renault,ZOE Q210 Intens,65,30.04.2016,935,135,Winter tires,1,1,1,Moderate,14.4,1,0,34.8,0.6,
Renault,ZOE Q210 Intens,65,31.03.2016,831,137,Winter tires,1,1,1,Moderate,16.5,1,0,36.3,2.7,alle Ladungen März 2016
Renault,ZOE Q210 Intens,65,29.02.2016,674,114,Winter tires,1,1,1,Moderate,16.9,1,0,35,3.1,alle Ladungen Februar
Renault,ZOE Q210 Intens,65,31.01.2016,934,167,Winter tires,1,1,1,Moderate,17.9,1,0,42,4.1,alle Teilladungen 1/2016
Renault,ZOE Q210 Intens,65,31.12.2015,192,32,Winter tires,1,1,1,Moderate,16.8,1,0,44.5,3,mehrere Teilladungen
Renault,ZOE Q210 Intens,65,22.12.2015,119,20,Winter tires,1,0,1,Moderate,17,1,1,26.9,3.2,
Renault,ZOE Q210 Intens,65,18.12.2015,165,26,Winter tires,1,1,1,Moderate,16.1,1,1,38,2.3,mehrere Teilladungen
Renault,ZOE Q210 Intens,65,15.12.2015,218,35,Winter tires,1,1,1,Moderate,16.1,1,0,43,2.3,mehrere Teilladungen
Renault,ZOE Q210 Intens,65,10.12.2015,144,23,Winter tires,1,0,1,Moderate,16.5,1,0,31.8,2.7,2 Teilladungen
Renault,ZOE Q210 Intens,65,05.12.2015,75,13,Winter tires,1,0,1,Moderate,18,1,0,33.6,4.2,
Renault,ZOE Q210 Intens,65,03.12.2015,103,18,Winter tires,1,0,1,Moderate,18,1,0,35.7,4.2,
Renault,ZOE Q210 Intens,65,26.11.2015,41,7,Winter tires,1,0,1,Moderate,19.3,1,0,35.2,5.5,kalt
Renault,ZOE Q210 Intens,65,25.11.2015,90,16,Winter tires,1,0,1,Moderate,17.9,1,0,35.7,4.1,
Renault,ZOE Q210 Intens,65,21.11.2015,144,22,Winter tires,1,0,1,Moderate,15.3,1,0,44,1.5,Ladestand 4% -&gt; 99%<br />Elektrodrive Schnelladung 47 min
Renault,ZOE Q210 Intens,65,19.11.2015,62,7,Winter tires,0,0,1,Moderate,12.4,0,0,53.3,-1.4,
Renault,ZOE Q210 Intens,65,19.11.2015,85,11,Winter tires,1,0,1,Moderate,13.9,0,0,43.1,0.1,
Renault,ZOE Q210 Intens,65,18.11.2015,59,8,Winter tires,1,0,1,Moderate,14.1,0,0,34.4,0.3,
Renault,ZOE Q210 Intens,65,16.11.2015,141,20,Winter tires,1,0,1,Moderate,14.8,0,0,30.3,1,
Renault,ZOE Q210 Intens,65,12.11.2015,75,10,Winter tires,1,0,1,Moderate,14.3,0,0,37.1,0.5,
Renault,ZOE Q210 Intens,65,10.11.2015,121,17,Winter tires,1,0,1,Moderate,14.1,0,0,34.1,0.3,
Renault,ZOE Q210 Intens,65,07.11.2015,149,21,Winter tires,1,0,1,Moderate,14.5,0,0,42.3,0.7,
Renault,ZOE Q210 Intens,65,04.11.2015,72,10,Winter tires,1,0,0,Moderate,15.4,1,0,27.4,1.6,
Renault,ZOE Q210 Intens,65,01.11.2015,144,20,Winter tires,1,0,1,Moderate,14.4,0,0,49,0.6,
Renault,ZOE Q210 Intens,65,30.10.2015,42,5,Winter tires,1,0,1,Moderate,14.1,0,0,31.8,0.3,
Renault,ZOE Q210 Intens,65,29.10.2015,346,52,Summer tires,1,0,1,Moderate,15.1,1,0,34.6,1.3,mehrere Teilladungen
Renault,ZOE Q210 Intens,65,22.10.2015,66,9,Summer tires,1,0,1,Moderate,14.1,1,0,47.3,0.3,
Renault,ZOE Q210 Intens,65,21.10.2015,146,23,Summer tires,1,0,1,Normal,16,1,0,38,2.2,
Renault,ZOE Q210 Intens,65,17.10.2015,123,20,Summer tires,1,1,0,Normal,16.2,1,0,36,2.4,
Renault,ZOE Q210 Intens,65,14.10.2015,191,30,Summer tires,1,1,0,Normal,16.1,1,0,30.4,2.3,
Renault,ZOE Q210 Intens,65,09.10.2015,110,17,Summer tires,1,0,1,Normal,15.6,1,0,38.2,1.8,
Renault,ZOE Q210 Intens,65,02.10.2015,168,24,Summer tires,1,0,1,Moderate,14.5,1,0,48.9,0.7,
Renault,ZOE Q210 Intens,65,01.10.2015,57,8,Summer tires,1,0,1,Moderate,15.4,1,0,35.2,1.6,
Renault,ZOE Q210 Intens,65,29.09.2015,113,16,Summer tires,1,0,1,Moderate,14.6,1,0,37.4,0.8,
Renault,ZOE Q210 Intens,65,26.09.2015,168,24,Summer tires,0,0,1,Normal,14.6,0,0,56.3,0.8,
Renault,ZOE Q210 Intens,65,24.09.2015,114,18,Summer tires,1,1,0,Fast,16.2,0,0,55.2,2.4,
Renault,ZOE Q210 Intens,65,22.09.2015,111,14,Summer tires,1,0,1,Moderate,13.2,0,0,39.2,-0.6,
Renault,ZOE Q210 Intens,65,19.09.2015,133,18,Summer tires,1,0,1,Normal,13.8,0,0,35.2,0,
Renault,ZOE Q210 Intens,65,16.09.2015,67,8,Summer tires,1,0,1,Moderate,12.9,0,0,57,-0.9,
Renault,ZOE Q210 Intens,65,12.09.2015,52,7,Summer tires,0,1,1,Normal,14.9,0,0,43.7,1.1,
Renault,ZOE Q210 Intens,65,11.09.2015,114,14,Summer tires,1,1,1,Moderate,13.1,0,0,33.4,-0.7,
Renault,ZOE Q210 Intens,65,08.09.2015,119,15,Summer tires,0,0,1,Moderate,12.9,0,0,52.9,-0.9,
Renault,ZOE Q210 Intens,65,08.09.2015,50,6,Summer tires,1,1,1,Moderate,13.4,0,0,45.1,-0.4,
Renault,ZOE Q210 Intens,65,07.09.2015,84,12,Summer tires,1,0,1,Moderate,14.8,0,0,32,1,
Renault,ZOE Q210 Intens,65,03.09.2015,130,18,Summer tires,1,1,1,Moderate,13.9,1,0,42.2,0.1,
Renault,ZOE Q210 Intens,65,01.09.2015,48,6,Summer tires,1,1,1,Moderate,13.1,1,0,54.9,-0.7,
Renault,ZOE Q210 Intens,65,30.08.2015,135,17,Summer tires,1,0,1,Moderate,13.2,1,0,38.4,-0.6,
Renault,ZOE Q210 Intens,65,24.08.2015,64,8,Summer tires,0,1,1,Moderate,13.5,1,0,44.6,-0.3,
Renault,ZOE Q210 Intens,65,23.08.2015,66,10,Summer tires,1,0,1,Normal,15.6,1,0,34.3,1.8,
Renault,ZOE Q210 Intens,65,20.08.2015,51,7,Summer tires,1,0,1,Moderate,14.2,0,0,31.7,0.4,
Renault,ZOE Q210 Intens,65,17.08.2015,60,7,Summer tires,1,0,1,Moderate,11.9,0,0,38.8,-1.9,
Renault,ZOE Q210 Intens,65,15.08.2015,193,25,Summer tires,1,1,1,Moderate,13,1,0,39.6,-0.8,
Renault,ZOE Q210 Intens,65,11.08.2015,60,7.4,Summer tires,1,1,1,Moderate,12.3,1,0,47.9,-1.5,
Renault,ZOE Q210 Intens,65,06.08.2015,189,24,Summer tires,1,1,1,Moderate,13.3,1,0,43.7,-0.5,
Renault,ZOE Q210 Intens,65,27.07.2015,155,21,Summer tires,1,1,1,Moderate,13.9,1,0,47.8,0.1,
Renault,ZOE Q210 Intens,65,25.07.2015,39,5,Summer tires,1,1,0,Moderate,13.3,1,0,46.9,-0.5,
Renault,ZOE Q210 Intens,65,24.07.2015,116,15,Summer tires,1,1,1,Moderate,13.4,1,0,46.3,-0.4,
Renault,ZOE Q210 Intens,65,21.07.2015,110,15,Summer tires,1,0,1,Moderate,14.1,1,0,42.5,0.3,
Renault,ZOE Q210 Intens,65,19.07.2015,68,10,Summer tires,1,0,1,Moderate,14.9,1,0,32.6,1.1,
Renault,ZOE Q210 Intens,65,15.07.2015,125,16,Summer tires,1,0,1,Moderate,13,0,0,37.5,-0.8,
Renault,ZOE Q210 Intens,65,11.07.2015,44,6,Summer tires,1,0,0,Moderate,15.7,1,0,25.5,1.9,
Renault,ZOE Q210 Intens,65,09.07.2015,93,12,Summer tires,1,0,1,Moderate,13,1,0,38.2,-0.8,
Renault,ZOE Q210 Intens,65,07.07.2015,51,6,Summer tires,1,0,1,Moderate,12.8,1,0,41.7,-1,
Renault,ZOE Q210 Intens,65,06.07.2015,102,14,Summer tires,1,0,1,Moderate,14.2,1,0,35.2,0.4,
Renault,ZOE Q210 Intens,65,02.07.2015,67,8,Summer tires,1,0,1,Moderate,12.5,1,0,41,-1.3,
Renault,ZOE Q210 Intens,65,30.06.2015,130,16,Summer tires,1,0,1,Moderate,12.9,1,0,41.3,-0.9,
Renault,ZOE Q210 Intens,65,28.06.2015,82,11,Summer tires,1,0,1,Moderate,14.2,0,0,36.7,0.4,
Renault,ZOE Q210 Intens,65,25.06.2015,127,17,Summer tires,1,0,1,Moderate,13.4,0,0,33.9,-0.4,
Renault,ZOE Q210 Intens,65,21.06.2015,122,17,Summer tires,1,0,1,Moderate,14.6,0,0,34.2,0.8,
Renault,ZOE Q210 Intens,65,16.06.2015,56,6,Summer tires,1,0,1,Moderate,12,0,0,32.5,-1.8,
Renault,ZOE Q210 Intens,65,14.06.2015,65,9,Summer tires,1,0,1,Moderate,15,0,0,39.6,1.2,
Renault,ZOE Q210 Intens,65,11.06.2015,111,16,Summer tires,1,0,1,Moderate,14.7,0,0,43.5,0.9,
Renault,ZOE Q210 Intens,65,09.06.2015,71,9,Summer tires,0,0,1,Moderate,13.2,0,0,47.3,-0.6,
Renault,ZOE Q210 Intens,65,06.06.2015,110,15,Summer tires,1,0,1,Moderate,14.4,1,0,32.6,0.6,
Renault,ZOE Q210 Intens,65,04.06.2015,92,13,Summer tires,1,0,1,Moderate,14.5,1,0,31.5,0.7,
Renault,ZOE Q210 Intens,65,05.05.2015,139,18,Summer tires,1,1,1,Moderate,13.3,0,0,46.6,-0.5,
Renault,ZOE Q210 Intens,65,03.05.2015,74,11,Summer tires,1,0,0,Moderate,15.7,0,0,30.1,1.9,
Renault,ZOE Q210 Intens,65,30.04.2015,84,11,Summer tires,0,0,1,Moderate,14.2,0,0,46.3,0.4,
Renault,ZOE Q210 Intens,65,29.04.2015,78,10,Summer tires,0,0,1,Moderate,13.7,0,0,55.6,-0.1,
Renault,ZOE Q210 Intens,65,28.04.2015,81,14,Summer tires,0,0,1,Moderate,18.1,1,0,46,4.3,winterlich
Renault,ZOE Q210 Intens,65,28.04.2015,84,11,Summer tires,0,0,1,Moderate,13.4,0,0,48.2,-0.4,
Renault,ZOE Q210 Intens,65,27.04.2015,58,6,Summer tires,1,1,0,Moderate,11.5,0,0,27.3,-2.3,
Renault,ZOE Q210 Intens,65,26.04.2015,106,17,Summer tires,1,0,1,Moderate,16.5,1,0,36.2,2.7,
Renault,ZOE Q210 Intens,65,21.04.2015,56,7,Summer tires,1,0,1,Moderate,12.7,0,0,34.8,-1.1,
Renault,ZOE Q210 Intens,65,19.04.2015,106,16,Summer tires,1,0,1,Normal,15.9,1,0,44.7,2.1,
Renault,ZOE Q210 Intens,65,18.04.2015,100,15,Winter tires,1,0,1,Moderate,15.9,1,0,30.8,2.1,
Renault,ZOE Q210 Intens,65,14.04.2015,90,12,Winter tires,1,0,1,Moderate,13.5,0,0,38.5,-0.3,
Renault,ZOE Q210 Intens,65,11.04.2015,94,13,Winter tires,1,0,1,Moderate,14.7,0,0,39.1,0.9,
Renault,ZOE Q210 Intens,65,09.04.2015,86,12,Winter tires,1,0,1,Normal,14.5,1,0,46,0.7,
Renault,ZOE Q210 Intens,65,07.04.2015,82,15,Winter tires,1,0,1,Normal,19.2,1,0,37.5,5.4,winterlich
Renault,ZOE Q210 Intens,65,02.04.2015,167,29,Winter tires,1,1,1,Moderate,17.7,1,0,31.6,3.9,
Renault,ZOE Q210 Intens,65,28.03.2015,112,17,Winter tires,1,0,1,Moderate,15.3,0,0,41.4,1.5,
Renault,ZOE Q210 Intens,65,25.03.2015,108,15,Winter tires,1,0,1,Moderate,14.3,0,0,41.1,0.5,
Renault,ZOE Q210 Intens,65,24.03.2015,151,23,Winter tires,1,1,0,Moderate,15.5,0,0,38,1.7,
Renault,ZOE Q210 Intens,65,17.03.2015,120,17,Winter tires,1,1,1,Moderate,14.3,0,0,57.8,0.5,
Renault,ZOE Q210 Intens,65,16.03.2015,95,13,Winter tires,1,1,1,Moderate,14.1,0,0,36.1,0.3,
Renault,ZOE Q210 Intens,65,14.03.2015,59,10,Winter tires,1,0,0,Normal,18.1,1,0,29.7,4.3,
Renault,ZOE Q210 Intens,65,10.03.2015,103,15,Winter tires,1,1,1,Moderate,14.9,1,0,45.3,1.1,
Renault,ZOE Q210 Intens,65,07.03.2015,100,16,Winter tires,1,1,1,Moderate,16.3,1,0,37,2.5,
Renault,ZOE Q210 Intens,65,05.03.2015,86,19.5,Winter tires,1,1,1,Normal,16,1,0,35.9,2.2,
Renault,ZOE Q210 Intens,65,04.03.2015,90,14,Winter tires,1,1,1,Moderate,16,1,0,38.7,2.2,
Renault,ZOE Q210 Intens,65,03.03.2015,103,18,Winter tires,1,1,1,Normal,18.1,1,0,40.4,4.3,
Renault,ZOE Q210 Intens,65,01.03.2015,284,52,Winter tires,1,1,1,Normal,18.3,1,0,42.7,4.5,
